PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;631003.25;1.000;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;295321.30;0.500;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;136669.20;0.125;6; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;787544.10;0.855;3; ;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO BACHILLER            ;128400.50;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;986394.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;73830.30;0.125;0;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;324114.90;0.250;5;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;845578.00;1.000;6; ;TÉCNICO DE LABORATORIO EN TECNOLOGÍA DE ALIMENTOS                                                                                                                                                                                                               
PROFESOR INTERINO LICENCIADO           ;977425.15;0.855;5; ;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;452050.55;0.250;3; ;PROFESIONAL EN MEDICINA GENERAL                                                                                                                                                                                                                                 
TECNICO ASISTENCIAL A;588111.00;1.000;6; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;153197.85;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO B;953316.00;1.000;6; ;TÉCNICO EN ENSAYOS DE INFRAESTRUCTURAS CIVIL Y VIAL                                                                                                                                                                                                             
TECNICO ESPECIALIZADO B;717207.00;1.000;4; ;TÉCNICO EN SERVICIOS MULTIMEDIA                                                                                                                                                                                                                                 
PROFESOR INTERINO BACHILLER            ;128400.50;0.250;1;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TRABAJADOR OPERATIVO C;986394.00;1.000;7; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TRABAJADOR OPERATIVO C;653933.00;1.000;5; ;CHOFER DE AMBULANCIA                                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO C;701268.00;1.000;6; ;CHOFER DE AMBULANCIA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;170907.70;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESIONAL C;1386096.00;1.000;4; ;PROFESIONAL EN ANÁLISIS DE LABORATORIO CLÍNICO.                                                                                                                                                                                                                 
PROFESOR INTERINO LICENCIADO           ;62671.90;0.250;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
PROFESOR INTERINO LICENCIADO           ;494367.40;0.625;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
TECNICO ESPECIALIZADO C;549258.00;1.000;2; ;TÉCNICO EN EDUCACIÓN PREESCOLAR                                                                                                                                                                                                                                 
PROFESOR INTERINO LICENCIADO           ;256361.50;0.375;4;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO 
