position,salary,hours,years,respon,salary/1000,sal_qcut,years_cut,time
PROFESOR INSTRUCTOR                    ,1781297.0,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,1781.297,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL A,1133104.0,Tiempo Completo,15,ADMINISTRATIVO,1133.104,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,458238.5,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,458.2385,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,720820.0,1/2 tiempo,15,PUESTO NO ADMINISTRATIVO ,720.82,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1324998.2,7/8 de tiempo,12,PUESTO NO ADMINISTRATIVO ,1324.9982,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,399777.2,1/2 tiempo,5,PUESTO NO ADMINISTRATIVO ,399.7772,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,385443.9,1/2 tiempo,4,PUESTO NO ADMINISTRATIVO ,385.44390000000004,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,593194.0,1/2 tiempo,7,PUESTO NO ADMINISTRATIVO ,593.194,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,1945776.0,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,1945.776,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,298012.8,3/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,298.01279999999997,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,348478.9,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,348.4789,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,740659.15,3/4 de tiempo,6,PUESTO NO ADMINISTRATIVO ,740.6591500000001,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,1057817.0,Tiempo Completo,10,ADMINISTRATIVO,1057.817,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,484938.5,1/2 tiempo,10,ADMINISTRATIVO,484.9385,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1555103.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1555.103,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESOR INTERINO,875527.75,3/4 de tiempo,7,ADMINISTRATIVO,875.52775,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1314240.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1314.24,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1471236.0,Tiempo Completo,13,ADMINISTRATIVO,1471.236,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO B,1014408.0,Tiempo Completo,15,ADMINISTRATIVO,1014.408,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL A,1649473.0,Tiempo Completo,13,ADMINISTRATIVO,1649.473,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1678547.0,Tiempo Completo,12,PUESTO NO ADMINISTRATIVO ,1678.547,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR EXBECARIO,2286428.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,2286.428,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,217049.85,1/4 de tiempo,10,PUESTO NO ADMINISTRATIVO ,217.04985,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR CATEDRATICO,2717241.0,Tiempo Completo,12,PUESTO NO ADMINISTRATIVO ,2717.241,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,417483.3,1/2 tiempo,3,PUESTO NO ADMINISTRATIVO ,417.4833,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,438734.0,1/2 tiempo,12,ADMINISTRATIVO,438.734,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESIONAL B,2316872.0,Tiempo Completo,15,ADMINISTRATIVO,2316.872,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1323530.0,Tiempo Completo,14,ADMINISTRATIVO,1323.53,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,2590231.0,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,2590.231,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR EDUCACION SUPERIOR,204477.95,1/4 de tiempo,7,PUESTO NO ADMINISTRATIVO ,204.47795000000002,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR VISITANTE,1302682.0,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,1302.682,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,536192.6,7/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,536.1926,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,908646.55,7/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,908.64655,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,318539.65,1/4 de tiempo,15,PUESTO NO ADMINISTRATIVO ,318.53965000000005,"(161986.54, 334919.26]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO B,995795.0,Tiempo Completo,14,ADMINISTRATIVO,995.795,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL B,1675639.0,Tiempo Completo,15,ADMINISTRATIVO,1675.639,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1301637.0,Tiempo Completo,14,ADMINISTRATIVO,1301.637,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO,846198.55,Tiempo Completo,5,ADMINISTRATIVO,846.1985500000001,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,2107152.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,2107.152,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
PROFESOR VISITANTE,2360555.0,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,2360.555,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1897488.0,Tiempo Completo,12,PUESTO NO ADMINISTRATIVO ,1897.488,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,244550.5,3/8 de tiempo,5,PUESTO NO ADMINISTRATIVO ,244.5505,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,355124.75,1/4 de tiempo,6,PUESTO NO ADMINISTRATIVO ,355.12475,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESIONAL B,1677606.0,Tiempo Completo,8,ADMINISTRATIVO,1677.606,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,211190.25,1/4 de tiempo,8,PUESTO NO ADMINISTRATIVO ,211.19025,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESIONAL A,2620855.0,Tiempo Completo,15,ADMINISTRATIVO,2620.855,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,590642.5,Tiempo Completo,1,PUESTO NO ADMINISTRATIVO ,590.6425,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL B,1687659.0,Tiempo Completo,7,ADMINISTRATIVO,1687.659,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,1052884.0,Tiempo Completo,14,ADMINISTRATIVO,1052.884,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL B,922872.0,Tiempo Completo,8,ADMINISTRATIVO,922.872,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,995795.0,Tiempo Completo,14,ADMINISTRATIVO,995.795,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL C,1631993.0,Tiempo Completo,6,ADMINISTRATIVO,1631.993,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1384779.0,Tiempo Completo,12,PUESTO NO ADMINISTRATIVO ,1384.779,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,316198.75,3/8 de tiempo,9,PUESTO NO ADMINISTRATIVO ,316.19875,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,1709984.0,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,1709.984,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESIONAL A,835651.5,1/2 tiempo,12,ADMINISTRATIVO,835.6515,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1895367.7,Tiempo Completo,13,PUESTO NO ADMINISTRATIVO ,1895.3677,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,994044.8,3/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,994.0448,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,450539.1,1/2 tiempo,11,PUESTO NO ADMINISTRATIVO ,450.53909999999996,"(334919.26, 553674.0]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO B,1014408.0,Tiempo Completo,14,ADMINISTRATIVO,1014.408,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1380930.6,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,1380.9306000000001,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,1301637.0,Tiempo Completo,14,ADMINISTRATIVO,1301.637,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1100464.55,7/8 de tiempo,11,PUESTO NO ADMINISTRATIVO ,1100.4645500000001,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1193126.0,Tiempo Completo,12,ADMINISTRATIVO,1193.126,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,962273.35,3/4 de tiempo,10,PUESTO NO ADMINISTRATIVO ,962.2733499999999,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL B,2434032.0,Tiempo Completo,15,ADMINISTRATIVO,2434.032,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,774690.5,1/2 tiempo,12,PUESTO NO ADMINISTRATIVO ,774.6905,"(553674.0, 810294.93]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1527283.0,Tiempo Completo,14,ADMINISTRATIVO,1527.283,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL A,1296658.0,Tiempo Completo,13,ADMINISTRATIVO,1296.658,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1499259.0,Tiempo Completo,14,ADMINISTRATIVO,1499.259,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1262629.0,Tiempo Completo,14,ADMINISTRATIVO,1262.629,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,401595.6,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,401.5956,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESIONAL B,2726852.0,Tiempo Completo,14,ADMINISTRATIVO,2726.852,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,1025956.0,Tiempo Completo,14,ADMINISTRATIVO,1025.956,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1301637.0,Tiempo Completo,14,ADMINISTRATIVO,1301.637,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESIONAL B,2301707.0,Tiempo Completo,12,ADMINISTRATIVO,2301.707,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR VISITANTE,2438206.0,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,2438.206,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,494869.4,1/4 de tiempo,12,PUESTO NO ADMINISTRATIVO ,494.86940000000004,"(334919.26, 553674.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL B,1159575.0,Tiempo Completo,14,ADMINISTRATIVO,1159.575,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESIONAL A,1866587.0,Tiempo Completo,12,ADMINISTRATIVO,1866.587,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2485521.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,2485.521,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,139975.7,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,139.97570000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,180204.95,1/8 de tiempo,15,PUESTO NO ADMINISTRATIVO ,180.20495000000003,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,196911.45,1/8 de tiempo,13,PUESTO NO ADMINISTRATIVO ,196.91145,"(161986.54, 334919.26]",10-20 Años,2020-08-01
JEFE A,2695036.0,Tiempo Completo,14,ADMINISTRATIVO,2695.036,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2031953.0,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,2031.953,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1471236.0,Tiempo Completo,13,ADMINISTRATIVO,1471.236,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO B,1014408.0,Tiempo Completo,14,ADMINISTRATIVO,1014.408,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL A,2064908.0,Tiempo Completo,14,ADMINISTRATIVO,2064.908,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1660997.0,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,1660.997,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO A,1499824.5,Tiempo Completo,14,ADMINISTRATIVO,1499.8245,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,341673.0,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,341.673,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO,2029051.0,Tiempo Completo,14,ADMINISTRATIVO,2029.051,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,164101.35,1/8 de tiempo,7,PUESTO NO ADMINISTRATIVO ,164.10135,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,45051.2,1/8 de tiempo,15,PUESTO NO ADMINISTRATIVO ,45.051199999999994,"(6711.849, 161986.54]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1301637.0,Tiempo Completo,15,ADMINISTRATIVO,1301.637,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,396440.1,3/8 de tiempo,12,PUESTO NO ADMINISTRATIVO ,396.4401,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,106114.2,1/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,106.1142,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,191869.5,1/8 de tiempo,13,PUESTO NO ADMINISTRATIVO ,191.8695,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,415923.5,1/4 de tiempo,14,PUESTO NO ADMINISTRATIVO ,415.9235,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESIONAL A,2002749.0,Tiempo Completo,14,ADMINISTRATIVO,2002.749,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL A,1092994.0,Tiempo Completo,14,ADMINISTRATIVO,1092.994,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1301637.0,Tiempo Completo,14,ADMINISTRATIVO,1301.637,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR VISITANTE,2570439.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,2570.439,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
DIRECTOR,2560428.0,Tiempo Completo,3,ADMINISTRATIVO,2560.428,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,1072939.0,Tiempo Completo,14,ADMINISTRATIVO,1072.939,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR VISITANTE,595172.5,1/2 tiempo,12,PUESTO NO ADMINISTRATIVO ,595.1725,"(553674.0, 810294.93]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO A,1341084.0,Tiempo Completo,14,ADMINISTRATIVO,1341.084,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO SIN TITULO           ,234973.0,3/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,234.973,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,333958.0,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,333.958,"(161986.54, 334919.26]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL A,1056227.0,Tiempo Completo,14,ADMINISTRATIVO,1056.227,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL A,2132717.0,Tiempo Completo,14,ADMINISTRATIVO,2132.717,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,1072939.0,Tiempo Completo,14,ADMINISTRATIVO,1072.939,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1615933.0,Tiempo Completo,14,ADMINISTRATIVO,1615.933,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL B,1021554.0,Tiempo Completo,11,ADMINISTRATIVO,1021.554,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL B,2401868.0,Tiempo Completo,14,ADMINISTRATIVO,2401.868,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO B,1277753.0,Tiempo Completo,14,ADMINISTRATIVO,1277.753,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESIONAL A,1813889.0,Tiempo Completo,14,ADMINISTRATIVO,1813.889,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,730419.6,5/8 de tiempo,14,PUESTO NO ADMINISTRATIVO ,730.4196,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,286952.0,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,286.952,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,927672.55,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,927.67255,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,1444063.0,Tiempo Completo,14,ADMINISTRATIVO,1444.063,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,202132.3,1/8 de tiempo,13,PUESTO NO ADMINISTRATIVO ,202.1323,"(161986.54, 334919.26]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,1202525.0,Tiempo Completo,14,ADMINISTRATIVO,1202.525,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1287336.0,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,1287.336,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESIONAL B,2483864.0,Tiempo Completo,14,ADMINISTRATIVO,2483.864,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL C,2233520.0,Tiempo Completo,14,ADMINISTRATIVO,2233.52,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,316845.4,3/8 de tiempo,7,PUESTO NO ADMINISTRATIVO ,316.84540000000004,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,355506.75,1/4 de tiempo,12,PUESTO NO ADMINISTRATIVO ,355.50675,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,153197.85,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,153.19785000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO,1227260.0,Tiempo Completo,9,ADMINISTRATIVO,1227.26,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESIONAL B,1718915.0,Tiempo Completo,13,ADMINISTRATIVO,1718.915,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1471236.0,Tiempo Completo,13,ADMINISTRATIVO,1471.236,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,618178.0,Tiempo Completo,6,ADMINISTRATIVO,618.178,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO BACHILLER            ,569923.0,1/2 tiempo,12,PUESTO NO ADMINISTRATIVO ,569.923,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,162426.7,1/4 de tiempo,8,PUESTO NO ADMINISTRATIVO ,162.4267,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESIONAL A,2367662.0,Tiempo Completo,14,ADMINISTRATIVO,2367.662,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1389187.0,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,1389.187,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,429558.1,5/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,429.55809999999997,"(334919.26, 553674.0]",0-10 Años,2020-08-01
DIRECTOR DE ESCUELA,2469173.4,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,2469.1734,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,424383.35,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,424.38334999999995,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,1468826.0,Tiempo Completo,14,ADMINISTRATIVO,1468.826,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESIONAL D,2591074.0,Tiempo Completo,14,ADMINISTRATIVO,2591.074,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1475721.0,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,1475.721,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESIONAL C,705416.2,1/4 de tiempo,14,ADMINISTRATIVO,705.4162,"(553674.0, 810294.93]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1499259.0,Tiempo Completo,14,ADMINISTRATIVO,1499.259,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,720633.8,3/4 de tiempo,9,PUESTO NO ADMINISTRATIVO ,720.6338000000001,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,295321.2,1/2 tiempo,2,PUESTO NO ADMINISTRATIVO ,295.32120000000003,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,162426.7,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,162.4267,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO C,1331390.0,Tiempo Completo,12,ADMINISTRATIVO,1331.39,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,295321.2,1/2 tiempo,1,PUESTO NO ADMINISTRATIVO ,295.32120000000003,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,557224.65,5/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,557.22465,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,810344.45,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,810.3444499999999,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1294539.0,Tiempo Completo,5,PUESTO NO ADMINISTRATIVO ,1294.539,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESIONAL B,2096717.0,Tiempo Completo,11,ADMINISTRATIVO,2096.717,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL A,1072939.0,Tiempo Completo,14,ADMINISTRATIVO,1072.939,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,378742.5,1/4 de tiempo,10,PUESTO NO ADMINISTRATIVO ,378.7425,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR VISITANTE,2461285.0,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,2461.285,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1621684.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1621.684,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
